Date,Region,Baseline Movement Deviation,Proportion of Static Users
2020-05-31,Sulaymaniya,0.09178,0.16196
2020-06-01,Sulaymaniya,0.1616,0.16087
2020-06-02,Sulaymaniya,-0.47055,0.3288
2020-06-03,Sulaymaniya,-0.25134,0.24968
2020-06-04,Sulaymaniya,-0.04899,0.19908
2020-06-05,Sulaymaniya,-0.01525,0.20909
2020-06-06,Sulaymaniya,0.03068,0.18057
2020-06-07,Sulaymaniya,-0.01204,0.18339
2020-06-08,Sulaymaniya,-0.02102,0.19075
2020-06-09,Sulaymaniya,-0.05498,0.19135
2020-06-10,Sulaymaniya,-0.02166,0.19183
2020-06-11,Sulaymaniya,-0.04344,0.19955
2020-06-12,Sulaymaniya,-0.03389,0.21844
2020-06-13,Sulaymaniya,0.02249,0.18237
2020-06-14,Sulaymaniya,-0.00322,0.18103
2020-06-15,Sulaymaniya,-0.0111,0.19241
2020-06-16,Sulaymaniya,-0.03752,0.19079
2020-06-17,Sulaymaniya,-0.02643,0.19007
2020-06-18,Sulaymaniya,-0.0682,0.19992
2020-06-19,Sulaymaniya,-0.07289,0.23018
2020-06-20,Sulaymaniya,-0.00728,0.19849
2020-06-21,Sulaymaniya,-0.11744,0.21307
2020-06-22,Sulaymaniya,-0.12947,0.22056
2020-06-23,Sulaymaniya,-0.14265,0.22193
2020-06-24,Sulaymaniya,-0.1238,0.22392
2020-06-25,Sulaymaniya,-0.147,0.22884
2020-06-26,Sulaymaniya,-0.15178,0.25272
2020-06-27,Sulaymaniya,-0.08083,0.21688
2020-06-28,Sulaymaniya,-0.14343,0.21885
2020-06-29,Sulaymaniya,-0.11802,0.22262
2020-06-30,Sulaymaniya,-0.12276,0.216
2020-07-01,Sulaymaniya,-0.11534,0.21444
2020-07-02,Sulaymaniya,-0.10497,0.21665
2020-07-03,Sulaymaniya,-0.09231,0.23425
2020-07-04,Sulaymaniya,-0.02887,0.20554
2020-07-05,Sulaymaniya,-0.09933,0.20751
2020-07-06,Sulaymaniya,-0.09649,0.21484
2020-07-07,Sulaymaniya,-0.08335,0.20458
2020-07-08,Sulaymaniya,-0.08577,0.2035
2020-07-09,Sulaymaniya,-0.04941,0.20353
2020-07-10,Sulaymaniya,-0.06412,0.22685
2020-07-11,Sulaymaniya,0.01169,0.19623
2020-07-12,Sulaymaniya,-0.01314,0.19219
2020-07-13,Sulaymaniya,0.00803,0.18724
2020-07-14,Sulaymaniya,-0.07013,0.19649
2020-07-15,Sulaymaniya,0.01606,0.18974
2020-07-16,Sulaymaniya,-0.0003,0.19189
2020-07-17,Sulaymaniya,-0.01697,0.21548
2020-07-18,Sulaymaniya,0.05528,0.18372
2020-07-19,Sulaymaniya,0.03444,0.18223
2020-07-20,Sulaymaniya,0.03769,0.18019
2020-07-21,Sulaymaniya,0.01289,0.17781
2020-07-22,Sulaymaniya,0.03398,0.18778
2020-07-23,Sulaymaniya,0.01792,0.19062
2020-07-24,Sulaymaniya,0.00191,0.21268
2020-07-25,Sulaymaniya,0.07838,0.1813
2020-07-26,Sulaymaniya,0.04882,0.18025
2020-07-27,Sulaymaniya,0.05847,0.18027
2020-07-28,Sulaymaniya,0.06378,0.17578
2020-07-29,Sulaymaniya,0.13002,0.17094
2020-07-30,Sulaymaniya,0.06742,0.1901
2020-07-31,Sulaymaniya,0.05465,0.19271
2020-08-01,Sulaymaniya,0.06756,0.18083
2020-08-02,Sulaymaniya,0.09212,0.17139
2020-08-03,Sulaymaniya,0.11347,0.17179
2020-08-04,Sulaymaniya,0.12347,0.16856
2020-08-05,Sulaymaniya,0.12226,0.16711
2020-08-06,Sulaymaniya,0.11707,0.17735
2020-08-07,Sulaymaniya,0.13847,0.18166
2020-08-08,Sulaymaniya,0.13236,0.17055
2020-08-09,Sulaymaniya,0.08558,0.17183
2020-08-10,Sulaymaniya,0.10428,0.16971
2020-08-11,Sulaymaniya,0.07512,0.1721
2020-08-12,Sulaymaniya,0.09442,0.17215
2020-08-13,Sulaymaniya,0.11027,0.17472
2020-08-14,Sulaymaniya,0.16144,0.18698
2020-08-15,Sulaymaniya,0.18954,0.16225
2020-08-16,Sulaymaniya,0.13607,0.16087
2020-08-17,Sulaymaniya,0.13195,0.16598
2020-08-18,Sulaymaniya,0.11249,0.16485
2020-08-19,Sulaymaniya,0.17629,0.16225
2020-08-20,Sulaymaniya,0.14918,0.1636
2020-08-21,Sulaymaniya,0.21248,0.17424
2020-08-22,Sulaymaniya,0.25016,0.16072
2020-08-23,Sulaymaniya,0.18722,0.15762
2020-08-24,Sulaymaniya,0.18341,0.15958
2020-08-25,Sulaymaniya,0.16225,0.16267
2020-08-26,Sulaymaniya,0.18822,0.15737
2020-08-27,Sulaymaniya,0.15004,0.15923
2020-08-28,Sulaymaniya,0.19867,0.17973
2020-08-29,Sulaymaniya,0.19393,0.16672
2020-08-30,Sulaymaniya,0.18083,0.15543
2020-08-31,Sulaymaniya,0.15735,0.1596
2020-09-01,Sulaymaniya,0.14287,0.15793
2020-09-02,Sulaymaniya,0.13943,0.16108
2020-09-03,Sulaymaniya,0.08348,0.1728
2020-09-04,Sulaymaniya,0.08862,0.19946
2020-09-05,Sulaymaniya,0.15781,0.1782
2020-09-06,Sulaymaniya,0.10748,0.17233
2020-09-07,Sulaymaniya,0.11531,0.17374
2020-09-08,Sulaymaniya,0.07727,0.1777
2020-09-09,Sulaymaniya,0.09984,0.17494
2020-09-10,Sulaymaniya,0.03905,0.1824
2020-09-11,Sulaymaniya,0.07341,0.19822
2020-09-12,Sulaymaniya,0.0857,0.17797
2020-09-13,Sulaymaniya,0.06544,0.16919
2020-09-14,Sulaymaniya,0.05032,0.17939
2020-09-15,Sulaymaniya,0.04365,0.17579
2020-09-16,Sulaymaniya,0.08511,0.17274
2020-09-17,Sulaymaniya,0.03979,0.17836
2020-09-18,Sulaymaniya,0.05156,0.20224
2020-09-19,Sulaymaniya,0.10087,0.17897
2020-09-20,Sulaymaniya,0.07871,0.1708
2020-09-21,Sulaymaniya,0.06305,0.17446
2020-09-22,Sulaymaniya,0.04185,0.17731
2020-09-23,Sulaymaniya,0.07398,0.17437
2020-09-24,Sulaymaniya,0.04349,0.17642
2020-09-25,Sulaymaniya,0.04325,0.20415
2020-09-26,Sulaymaniya,0.09912,0.18847
2020-09-27,Sulaymaniya,0.06956,0.17257
2020-09-28,Sulaymaniya,0.06583,0.18038
2020-09-29,Sulaymaniya,0.03813,0.18495
2020-09-30,Sulaymaniya,0.07355,0.17771
2020-10-01,Sulaymaniya,0.07392,0.17638
2020-10-02,Sulaymaniya,0.09461,0.20126
2020-10-03,Sulaymaniya,0.12145,0.18154
2020-10-04,Sulaymaniya,0.07046,0.17849
2020-10-05,Sulaymaniya,0.0817,0.18528
2020-10-06,Sulaymaniya,0.09063,0.18087
2020-10-07,Sulaymaniya,0.13066,0.17783
2020-10-08,Sulaymaniya,0.11458,0.18069
2020-10-09,Sulaymaniya,0.11934,0.20656
2020-10-10,Sulaymaniya,0.09011,0.19432
2020-10-11,Sulaymaniya,0.05628,0.18355
2020-10-12,Sulaymaniya,0.04782,0.188
2020-10-13,Sulaymaniya,0.03171,0.1879
2020-10-14,Sulaymaniya,0.0646,0.18256
2020-10-15,Sulaymaniya,0.06674,0.18539
2020-10-16,Sulaymaniya,0.09961,0.19838
2020-10-17,Sulaymaniya,0.14726,0.18309
2020-10-18,Sulaymaniya,0.12793,0.1652
2020-10-19,Sulaymaniya,0.12596,0.17408
2020-10-20,Sulaymaniya,0.07189,0.1759
2020-10-21,Sulaymaniya,0.11003,0.17619
2020-10-22,Sulaymaniya,0.10346,0.18151
2020-10-23,Sulaymaniya,0.10725,0.19475
2020-10-24,Sulaymaniya,0.10548,0.18156
2020-10-25,Sulaymaniya,0.10616,0.17193
2020-10-26,Sulaymaniya,0.09109,0.17587
2020-10-27,Sulaymaniya,0.08934,0.17492
2020-10-28,Sulaymaniya,0.10889,0.17239
2020-10-29,Sulaymaniya,0.08251,0.18298
2020-10-30,Sulaymaniya,0.14864,0.18895
2020-10-31,Sulaymaniya,0.0859,0.18308
2020-11-01,Sulaymaniya,0.0681,0.18008
2020-11-02,Sulaymaniya,0.06348,0.18569
2020-11-03,Sulaymaniya,0.05743,0.18872
2020-11-04,Sulaymaniya,0.08461,0.17601
2020-11-05,Sulaymaniya,0.06621,0.18102
2020-11-06,Sulaymaniya,0.05181,0.20611
2020-11-07,Sulaymaniya,0.02875,0.20342
2020-11-08,Sulaymaniya,0.04284,0.18376
2020-11-09,Sulaymaniya,0.05869,0.18767
2020-11-10,Sulaymaniya,-0.00328,0.19972
2020-11-11,Sulaymaniya,0.03254,0.18746
2020-11-12,Sulaymaniya,0.03847,0.18273
2020-11-13,Sulaymaniya,0.06037,0.20251
2020-11-14,Sulaymaniya,0.09057,0.18066
2020-11-15,Sulaymaniya,0.06691,0.17649
2020-11-16,Sulaymaniya,0.03725,0.19333
2020-11-17,Sulaymaniya,0.01622,0.18803
2020-11-18,Sulaymaniya,0.07609,0.17252
2020-11-19,Sulaymaniya,0.07127,0.17808
2020-11-20,Sulaymaniya,0.04412,0.21037
2020-11-21,Sulaymaniya,0.03519,0.2043
2020-11-22,Sulaymaniya,0.05077,0.1775
2020-11-23,Sulaymaniya,0.06898,0.1729
2020-11-24,Sulaymaniya,0.05825,0.17659
2020-11-25,Sulaymaniya,0.08497,0.17047
2020-11-26,Sulaymaniya,-0.0245,0.20021
2020-11-27,Sulaymaniya,-0.08167,0.23414
2020-11-28,Sulaymaniya,0.02084,0.19348
2020-11-29,Sulaymaniya,-0.00497,0.20184
2020-11-30,Sulaymaniya,0.03331,0.18473
2020-12-01,Sulaymaniya,0.05166,0.17548
2020-12-02,Sulaymaniya,0.06737,0.17602
2020-12-03,Sulaymaniya,0.05707,0.17278
2020-12-04,Sulaymaniya,0.05669,0.1867
2020-12-05,Sulaymaniya,0.0628,0.18113
2020-12-06,Sulaymaniya,0.0468,0.1749
2020-12-07,Sulaymaniya,0.06918,0.17758
2020-12-08,Sulaymaniya,0.00819,0.18094
2020-12-09,Sulaymaniya,-0.05575,0.19076
2020-12-10,Sulaymaniya,-0.00393,0.18045
2020-12-11,Sulaymaniya,-0.04002,0.20561
2020-12-12,Sulaymaniya,0.03062,0.17684
2020-12-13,Sulaymaniya,0.04127,0.1672
2020-03-01,Chamchamal,-0.10372,0.17692
2020-03-02,Chamchamal,-0.10053,0.16535
2020-03-03,Chamchamal,-0.03377,0.1403
2020-03-04,Chamchamal,0.00743,0.13757
2020-03-05,Chamchamal,-0.01976,0.13739
2020-03-06,Chamchamal,0.02366,0.14462
2020-03-07,Chamchamal,-0.01349,0.16878
2020-03-08,Chamchamal,-0.03896,0.14242
2020-03-09,Chamchamal,-0.02849,0.13273
2020-03-10,Chamchamal,-0.0278,0.12809
2020-03-11,Chamchamal,-0.04505,0.16584
2020-03-12,Chamchamal,-0.03369,0.15134
2020-03-13,Chamchamal,-0.04826,0.16544
2020-03-14,Chamchamal,-0.35569,0.26609
2020-03-15,Chamchamal,-0.33953,0.23514
2020-03-16,Chamchamal,-0.28339,0.22109
2020-03-17,Chamchamal,-0.31906,0.21974
2020-03-18,Chamchamal,-0.42745,0.29198
2020-03-19,Chamchamal,-0.30026,0.24503
2020-03-20,Chamchamal,-0.26367,0.23155
2020-03-21,Chamchamal,-0.2539,0.2126
2020-03-22,Chamchamal,-0.37706,0.24864
2020-03-23,Chamchamal,-0.356,0.25416
2020-03-24,Chamchamal,-0.35627,0.25727
2020-03-25,Chamchamal,-0.33664,0.24676
2020-03-26,Chamchamal,-0.33754,0.25117
2020-03-27,Chamchamal,-0.31135,0.23213
2020-03-28,Chamchamal,-0.33103,0.26159
2020-03-29,Chamchamal,-0.28918,0.23363
2020-03-30,Chamchamal,-0.35063,0.25786
2020-03-31,Chamchamal,-0.30066,0.22133
2020-04-01,Chamchamal,-0.30459,0.21901
2020-04-02,Chamchamal,-0.25743,0.20812
2020-04-03,Chamchamal,-0.22715,0.22211
2020-04-04,Chamchamal,-0.34706,0.26056
2020-04-05,Chamchamal,-0.47873,0.30233
2020-04-06,Chamchamal,-0.36647,0.25038
2020-04-07,Chamchamal,-0.29444,0.24504
2020-04-08,Chamchamal,-0.26408,0.20423
2020-04-09,Chamchamal,-0.29141,0.21596
2020-04-10,Chamchamal,-0.17632,0.20448
2020-04-11,Chamchamal,-0.21272,0.21345
2020-04-12,Chamchamal,-0.27241,0.22556
2020-04-13,Chamchamal,-0.19505,0.19106
2020-04-14,Chamchamal,-0.17673,0.15918
2020-04-15,Chamchamal,-0.14983,0.17572
2020-04-16,Chamchamal,-0.12466,0.17304
2020-04-17,Chamchamal,-0.04133,0.16513
2020-04-18,Chamchamal,-0.05667,0.16827
2020-04-19,Chamchamal,-0.08637,0.15084
2020-04-20,Chamchamal,-0.00982,0.16597
2020-04-21,Chamchamal,-0.02828,0.13522
2020-04-22,Chamchamal,-0.04452,0.14676
2020-04-23,Chamchamal,-0.07206,0.17263
2020-04-24,Chamchamal,-0.23157,0.22149
2020-04-25,Chamchamal,-0.17665,0.18102
2020-04-26,Chamchamal,-0.17496,0.17699
2020-04-27,Chamchamal,-0.20812,0.19776
2020-04-28,Chamchamal,-0.15944,0.18262
2020-04-29,Chamchamal,-0.16297,0.19836
2020-04-30,Chamchamal,-0.14293,0.16218
2020-05-01,Chamchamal,-0.17536,0.18597
2020-05-02,Chamchamal,-0.0888,0.17551
2020-05-03,Chamchamal,-0.12204,0.16009
2020-05-04,Chamchamal,-0.12619,0.16489
2020-05-05,Chamchamal,-0.17537,0.16521
2020-05-06,Chamchamal,-0.10987,0.19597
2020-05-07,Chamchamal,-0.03166,0.18604
2020-05-08,Chamchamal,0.02242,0.17182
2020-05-09,Chamchamal,0.06178,0.14556
2020-05-10,Chamchamal,0.03092,0.16144
2020-05-11,Chamchamal,0.10199,0.13564
2020-05-12,Chamchamal,0.10549,0.14414
2020-05-13,Chamchamal,0.08881,0.15927
2020-05-14,Chamchamal,0.09214,0.14543
2020-05-15,Chamchamal,0.11997,0.14269
2020-05-16,Chamchamal,0.15621,0.14788
2020-05-17,Chamchamal,0.15462,0.13251
2020-05-18,Chamchamal,0.18429,0.15274
2020-05-19,Chamchamal,0.10415,0.1271
2020-05-20,Chamchamal,0.08499,0.14747
2020-05-21,Chamchamal,0.13459,0.15154
2020-05-22,Chamchamal,0.1584,0.15963
2020-05-23,Chamchamal,0.11151,0.15318
2020-05-24,Chamchamal,0.17336,0.12186
2020-05-25,Chamchamal,0.05966,0.14762
2020-05-26,Chamchamal,0.03214,0.12783
2020-05-27,Chamchamal,0.09131,0.1476
2020-05-28,Chamchamal,0.09656,0.15254
2020-05-29,Chamchamal,0.19539,0.14673
2020-05-30,Chamchamal,0.13925,0.13818
2020-05-31,Chamchamal,0.11213,0.13746
2020-06-01,Chamchamal,0.10433,0.13681
2020-06-02,Chamchamal,-0.06545,0.15257
2020-06-03,Chamchamal,-0.03423,0.15859
2020-06-04,Chamchamal,0.01468,0.16202
2020-06-05,Chamchamal,0.13239,0.16033
2020-06-06,Chamchamal,0.144,0.14802
2020-06-07,Chamchamal,0.10143,0.13389
2020-06-08,Chamchamal,0.09499,0.14978
2020-06-09,Chamchamal,0.00091,0.15085
2020-06-10,Chamchamal,0.06968,0.15661
2020-06-11,Chamchamal,0.03032,0.17355
2020-06-12,Chamchamal,0.11007,0.16128
2020-06-13,Chamchamal,0.09229,0.15062
2020-06-14,Chamchamal,0.10468,0.14064
2020-06-15,Chamchamal,0.11535,0.15689
2020-06-16,Chamchamal,0.02887,0.14874
2020-06-17,Chamchamal,0.10114,0.14052
2020-06-18,Chamchamal,0.03794,0.15574
2020-06-19,Chamchamal,-0.00371,0.16913
2020-06-20,Chamchamal,0.0463,0.14438
2020-06-21,Chamchamal,0.06703,0.14513
2020-06-22,Chamchamal,0.06792,0.15814
2020-06-23,Chamchamal,0.05203,0.14006
2020-06-24,Chamchamal,0.01881,0.14936
2020-06-25,Chamchamal,-0.04333,0.1626
2020-06-26,Chamchamal,-0.02693,0.17077
2020-06-27,Chamchamal,0.04066,0.14514
2020-06-28,Chamchamal,0.00462,0.15831
2020-06-29,Chamchamal,0.04365,0.14963
2020-06-30,Chamchamal,0.00677,0.16469
2020-07-01,Chamchamal,-0.00059,0.13959
2020-07-02,Chamchamal,0.01038,0.15189
2020-07-03,Chamchamal,0.00413,0.16162
2020-07-04,Chamchamal,0.06162,0.14875
2020-07-05,Chamchamal,0.0263,0.14698
2020-07-06,Chamchamal,-0.00677,0.15917
2020-07-07,Chamchamal,0.01004,0.15106
2020-07-08,Chamchamal,0.00337,0.13933
2020-07-09,Chamchamal,0.02086,0.15411
2020-07-10,Chamchamal,0.05159,0.16569
2020-07-11,Chamchamal,0.07426,0.16578
2020-07-12,Chamchamal,0.0376,0.12745
2020-07-13,Chamchamal,0.12355,0.13069
2020-07-14,Chamchamal,0.02586,0.16127
2020-07-15,Chamchamal,0.0608,0.15686
2020-07-16,Chamchamal,0.05347,0.15332
2020-07-17,Chamchamal,0.04555,0.16218
2020-07-18,Chamchamal,0.07533,0.157
2020-07-19,Chamchamal,0.01978,0.1524
2020-07-20,Chamchamal,0.07862,0.1387
2020-07-21,Chamchamal,0.00054,0.15007
2020-07-22,Chamchamal,0.04167,0.15026
2020-07-23,Chamchamal,0.01774,0.1586
2020-07-24,Chamchamal,0.04433,0.17861
2020-07-25,Chamchamal,0.05436,0.1602
2020-07-26,Chamchamal,0.07412,0.15332
2020-07-27,Chamchamal,0.03051,0.15367
2020-07-28,Chamchamal,0.04919,0.14215
2020-07-29,Chamchamal,0.10617,0.14736
2020-07-30,Chamchamal,-0.02152,0.1637
2020-07-31,Chamchamal,0.0471,0.13642
2020-08-01,Chamchamal,0.04633,0.14832
2020-08-02,Chamchamal,0.06527,0.1415
2020-08-03,Chamchamal,0.01218,0.16148
2020-08-04,Chamchamal,0.00358,0.16171
2020-08-05,Chamchamal,0.065,0.15132
2020-08-06,Chamchamal,0.03785,0.15859
2020-08-07,Chamchamal,0.05768,0.1722
2020-08-08,Chamchamal,0.06058,0.16176
2020-08-09,Chamchamal,0.03874,0.15822
2020-08-10,Chamchamal,0.10104,0.14973
2020-08-11,Chamchamal,0.01954,0.16216
2020-08-12,Chamchamal,0.08476,0.15714
2020-08-13,Chamchamal,0.09088,0.17385
2020-08-14,Chamchamal,0.04882,0.1649
2020-08-15,Chamchamal,0.12673,0.146
2020-08-16,Chamchamal,0.08955,0.14364
2020-08-17,Chamchamal,0.09974,0.13815
2020-08-18,Chamchamal,0.08282,0.14646
2020-08-19,Chamchamal,0.13724,0.14115
2020-08-20,Chamchamal,0.13858,0.13725
2020-08-21,Chamchamal,0.11421,0.17088
2020-08-22,Chamchamal,0.15697,0.14356
2020-08-23,Chamchamal,0.16883,0.1286
2020-08-24,Chamchamal,0.19616,0.11977
2020-08-25,Chamchamal,0.08733,0.14103
2020-08-26,Chamchamal,0.16869,0.10759
2020-08-27,Chamchamal,0.08637,0.13496
2020-08-28,Chamchamal,0.1634,0.14432
2020-08-29,Chamchamal,0.13023,0.1525
2020-08-30,Chamchamal,0.1529,0.13895
2020-08-31,Chamchamal,0.16362,0.14697
2020-09-01,Chamchamal,0.10103,0.1359
2020-09-02,Chamchamal,0.08746,0.13879
2020-09-03,Chamchamal,0.03981,0.15245
2020-09-04,Chamchamal,0.04258,0.17261
2020-09-05,Chamchamal,0.041,0.17298
2020-09-06,Chamchamal,0.05151,0.16867
2020-09-07,Chamchamal,0.06563,0.16903
2020-09-08,Chamchamal,0.07512,0.16348
2020-09-09,Chamchamal,0.02904,0.17102
2020-09-10,Chamchamal,-0.03253,0.17336
2020-09-11,Chamchamal,-0.02286,0.18865
2020-09-12,Chamchamal,0.00153,0.18603
2020-09-13,Chamchamal,-0.00234,0.17768
2020-09-14,Chamchamal,0.03347,0.15507
2020-09-15,Chamchamal,0.0628,0.16369
2020-09-16,Chamchamal,0.06845,0.15466
2020-09-17,Chamchamal,0.05418,0.16364
2020-09-18,Chamchamal,-0.02777,0.1617
2020-09-19,Chamchamal,0.03789,0.16511
2020-09-20,Chamchamal,0.0569,0.14556
2020-09-21,Chamchamal,0.0885,0.14779
2020-09-22,Chamchamal,0.03437,0.14761
2020-09-23,Chamchamal,0.05129,0.15379
2020-09-24,Chamchamal,0.0233,0.15426
2020-09-25,Chamchamal,0.00463,0.18011
2020-09-26,Chamchamal,-0.00493,0.17334
2020-09-27,Chamchamal,0.07961,0.15009
2020-09-28,Chamchamal,0.01925,0.15035
2020-09-29,Chamchamal,-0.01717,0.14639
2020-09-30,Chamchamal,0.06946,0.15803
2020-10-01,Chamchamal,0.03582,0.17204
2020-10-02,Chamchamal,0.04508,0.16909
2020-10-03,Chamchamal,0.02876,0.17751
2020-10-04,Chamchamal,0.03222,0.16624
2020-10-05,Chamchamal,0.05514,0.17003
2020-10-06,Chamchamal,-0.0006,0.16268
2020-10-07,Chamchamal,0.08174,0.16167
2020-10-08,Chamchamal,0.03341,0.16855
2020-10-09,Chamchamal,-0.02076,0.16336
2020-10-10,Chamchamal,-0.01028,0.16678
2020-10-11,Chamchamal,-0.01474,0.17573
2020-10-12,Chamchamal,-0.02103,0.19787
2020-10-13,Chamchamal,-0.02775,0.18271
2020-10-14,Chamchamal,0.02085,0.16572
2020-10-15,Chamchamal,-0.00197,0.16994
2020-10-16,Chamchamal,0.08114,0.17514
2020-10-17,Chamchamal,0.14843,0.15223
2020-10-18,Chamchamal,0.03777,0.15639
2020-10-19,Chamchamal,0.10554,0.16361
2020-10-20,Chamchamal,0.06671,0.16215
2020-10-21,Chamchamal,0.01139,0.17663
2020-10-22,Chamchamal,0.04788,0.16824
2020-10-23,Chamchamal,0.06632,0.16136
2020-10-24,Chamchamal,0.10125,0.16973
2020-10-25,Chamchamal,0.04791,0.14803
2020-10-26,Chamchamal,0.08813,0.15243
2020-10-27,Chamchamal,0.06546,0.14886
2020-10-28,Chamchamal,0.0823,0.14323
2020-10-29,Chamchamal,0.02777,0.16291
2020-10-30,Chamchamal,0.13891,0.16419
2020-10-31,Chamchamal,0.06647,0.16643
2020-11-01,Chamchamal,0.04974,0.16578
2020-11-02,Chamchamal,0.04709,0.16245
2020-11-03,Chamchamal,0.05957,0.17877
2020-11-04,Chamchamal,0.05767,0.16674
2020-11-05,Chamchamal,0.05529,0.15939
2020-11-06,Chamchamal,-0.01333,0.16935
2020-11-07,Chamchamal,0.07424,0.18832
2020-11-08,Chamchamal,0.06089,0.16225
2020-11-09,Chamchamal,0.10776,0.15795
2020-11-10,Chamchamal,0.0236,0.16367
2020-11-11,Chamchamal,0.02071,0.16481
2020-11-12,Chamchamal,0.03006,0.15195
2020-11-13,Chamchamal,0.03382,0.16572
2020-11-14,Chamchamal,0.18315,0.16908
2020-11-15,Chamchamal,0.15857,0.15463
2020-11-16,Chamchamal,0.06087,0.17394
2020-11-17,Chamchamal,0.06148,0.16702
2020-11-18,Chamchamal,0.0917,0.15599
2020-11-19,Chamchamal,0.06089,0.17478
2020-11-20,Chamchamal,0.08682,0.19782
2020-11-21,Chamchamal,0.03626,0.1658
2020-11-22,Chamchamal,0.11893,0.14884
2020-11-23,Chamchamal,0.08824,0.16186
2020-11-24,Chamchamal,0.07834,0.16562
2020-11-25,Chamchamal,0.0923,0.14608
2020-11-26,Chamchamal,-0.03109,0.19302
2020-11-27,Chamchamal,-0.04562,0.20143
2020-11-28,Chamchamal,0.08329,0.1633
2020-11-29,Chamchamal,-0.02461,0.1831
2020-11-30,Chamchamal,0.07346,0.16768
2020-12-01,Chamchamal,0.10908,0.13951
2020-12-02,Chamchamal,0.08044,0.15403
2020-12-03,Chamchamal,0.10306,0.15169
2020-12-04,Chamchamal,0.08361,0.14759
2020-12-05,Chamchamal,0.08794,0.14683
2020-12-06,Chamchamal,0.14086,0.14199
2020-12-07,Chamchamal,0.09637,0.14039
2020-12-08,Chamchamal,0.01835,0.17986
2020-12-09,Chamchamal,-0.08237,0.18535
2020-12-10,Chamchamal,0.01707,0.1637
2020-12-11,Chamchamal,-0.00384,0.17053
2020-12-12,Chamchamal,0.0691,0.17009
2020-12-13,Chamchamal,0.07022,0.16272
2020-03-01,Darbandokeh,-0.11528,0.17385
2020-03-02,Darbandokeh,-0.10574,0.19769
2020-03-03,Darbandokeh,-0.01097,0.14207
2020-03-04,Darbandokeh,0.03947,0.16912
2020-03-05,Darbandokeh,0.05419,0.16112
2020-03-06,Darbandokeh,0.01392,0.14928
2020-03-07,Darbandokeh,-0.0397,0.18533
2020-03-08,Darbandokeh,-0.07502,0.18731
2020-03-09,Darbandokeh,0.04751,0.13819
2020-03-10,Darbandokeh,0.07833,0.15036
2020-03-11,Darbandokeh,0.10165,0.1581
2020-03-12,Darbandokeh,0.0038,0.15811
2020-03-13,Darbandokeh,-0.09276,0.17643
2020-03-14,Darbandokeh,-0.23495,0.23018
2020-03-15,Darbandokeh,-0.30695,0.23592
2020-03-16,Darbandokeh,-0.23389,0.22204
2020-03-17,Darbandokeh,-0.25135,0.24134
2020-03-18,Darbandokeh,-0.41241,0.30049
2020-03-19,Darbandokeh,-0.30043,0.25101
2020-03-20,Darbandokeh,-0.27738,0.24822
2020-03-21,Darbandokeh,-0.28654,0.24448
2020-03-22,Darbandokeh,-0.44338,0.32081
2020-03-23,Darbandokeh,-0.45285,0.31542
2020-03-24,Darbandokeh,-0.44611,0.31983
2020-03-25,Darbandokeh,-0.45123,0.37052
2020-03-26,Darbandokeh,-0.41329,0.33525
2020-03-27,Darbandokeh,-0.38291,0.31395
2020-03-28,Darbandokeh,-0.4221,0.30938
2020-03-29,Darbandokeh,-0.37732,0.30456
2020-03-30,Darbandokeh,-0.43111,0.31568
2020-03-31,Darbandokeh,-0.36834,0.27133
2020-04-01,Darbandokeh,-0.30937,0.28225
2020-04-02,Darbandokeh,-0.33418,0.28566
2020-04-03,Darbandokeh,-0.31376,0.2678
2020-04-04,Darbandokeh,-0.39204,0.30726
2020-04-05,Darbandokeh,-0.58196,0.38123
2020-04-06,Darbandokeh,-0.46085,0.33787
2020-04-07,Darbandokeh,-0.31627,0.26758
2020-04-08,Darbandokeh,-0.26876,0.25397
2020-04-09,Darbandokeh,-0.32684,0.28358
2020-04-10,Darbandokeh,-0.2391,0.26667
2020-04-11,Darbandokeh,-0.27973,0.26626
2020-04-12,Darbandokeh,-0.34319,0.25763
2020-04-13,Darbandokeh,-0.27108,0.23909
2020-04-14,Darbandokeh,-0.20683,0.22523
2020-04-15,Darbandokeh,-0.1852,0.21553
2020-04-16,Darbandokeh,-0.1719,0.22416
2020-04-17,Darbandokeh,-0.17121,0.20457
2020-04-18,Darbandokeh,-0.1431,0.19118
2020-04-19,Darbandokeh,-0.13616,0.20747
2020-04-20,Darbandokeh,-0.16555,0.19609
2020-04-21,Darbandokeh,-0.08284,0.20574
2020-04-22,Darbandokeh,-0.05706,0.18936
2020-04-23,Darbandokeh,-0.07338,0.19665
2020-04-24,Darbandokeh,-0.26345,0.23223
2020-04-25,Darbandokeh,-0.18821,0.24535
2020-04-26,Darbandokeh,-0.19555,0.2221
2020-04-27,Darbandokeh,-0.16899,0.21833
2020-04-28,Darbandokeh,-0.14016,0.19466
2020-04-29,Darbandokeh,-0.11338,0.19103
2020-04-30,Darbandokeh,-0.13702,0.19258
2020-05-01,Darbandokeh,-0.17552,0.20205
2020-05-02,Darbandokeh,-0.08416,0.17893
2020-05-03,Darbandokeh,-0.09331,0.18693
2020-05-04,Darbandokeh,-0.08691,0.19213
2020-05-05,Darbandokeh,-0.07376,0.19396
2020-05-06,Darbandokeh,-0.07271,0.19536
2020-05-07,Darbandokeh,0.06527,0.1942
2020-05-08,Darbandokeh,0.06689,0.16914
