Date,Region,Baseline Movement Deviation,Proportion of Static Users
2020-05-26,Anah,-0.09739,0.25087
2020-05-27,Anah,0.00136,0.29804
2020-05-28,Anah,-0.0037,0.29706
2020-05-29,Anah,-0.05859,0.27897
2020-05-30,Anah,-0.1013,0.26613
2020-05-31,Anah,-0.05492,0.27852
2020-06-01,Anah,-0.0206,0.28311
2020-06-02,Anah,-0.0045,0.27111
2020-06-03,Anah,0.01806,0.28639
2020-06-04,Anah,0.09784,0.2793
2020-06-05,Anah,0.05298,0.28794
2020-06-06,Anah,-0.20867,0.31369
2020-06-07,Anah,-0.12514,0.3065
2020-06-08,Anah,-0.08853,0.29864
2020-06-09,Anah,-0.21495,0.27958
2020-06-10,Anah,-0.13969,0.28082
2020-06-11,Anah,-0.04745,0.28203
2020-06-12,Anah,-0.20874,0.33135
2020-06-13,Anah,-0.29443,0.34221
2020-06-14,Anah,-0.21098,0.32771
2020-06-15,Anah,-0.14609,0.32722
2020-06-16,Anah,-0.2171,0.34428
2020-06-17,Anah,-0.09784,0.30559
2020-06-18,Anah,-0.16117,0.33729
2020-06-19,Anah,-0.26274,0.29621
2020-06-20,Anah,-0.06375,0.29589
2020-06-21,Anah,-0.10675,0.30831
2020-06-22,Anah,-0.12229,0.29642
2020-06-23,Anah,-0.14706,0.31203
2020-06-24,Anah,-0.07808,0.27681
2020-06-25,Anah,-0.02594,0.26054
2020-06-26,Anah,-0.17856,0.31331
2020-06-27,Anah,-0.22633,0.30643
2020-06-28,Anah,-0.09819,0.28159
2020-06-29,Anah,-0.0946,0.29036
2020-06-30,Anah,-0.18632,0.28289
2020-07-01,Anah,-0.05681,0.27856
2020-07-02,Anah,-0.06201,0.30419
2020-07-03,Anah,-0.1949,0.32995
2020-07-04,Anah,-0.24856,0.28457
2020-07-05,Anah,-0.08563,0.25505
2020-07-06,Anah,-0.09754,0.26928
2020-07-07,Anah,0.09095,0.26462
2020-07-08,Anah,0.00402,0.24971
2020-07-09,Anah,-0.02436,0.27859
2020-07-10,Anah,-0.08728,0.27663
2020-07-11,Anah,-0.14965,0.26285
2020-07-12,Anah,-0.16816,0.27092
2020-07-13,Anah,-0.04878,0.26926
2020-07-14,Anah,-0.03964,0.22357
2020-07-15,Anah,-0.02633,0.28007
2020-07-16,Anah,-0.05092,0.29241
2020-07-17,Anah,-0.13053,0.26207
2020-07-18,Anah,-0.12431,0.29528
2020-07-19,Anah,-0.09033,0.29047
2020-07-20,Anah,0.14016,0.28759
2020-07-21,Anah,-0.10367,0.26631
2020-07-22,Anah,0.03682,0.26649
2020-07-23,Anah,0.07965,0.26204
2020-07-24,Anah,-0.086,0.29525
2020-07-25,Anah,-0.14139,0.28991
2020-07-26,Anah,-0.05658,0.28029
2020-07-27,Anah,0.0333,0.31015
2020-07-28,Anah,-0.02832,0.259
2020-07-29,Anah,0.00129,0.24648
2020-07-30,Anah,0.03407,0.27723
2020-07-31,Anah,-0.02931,0.22239
2020-08-01,Anah,-0.08822,0.22151
2020-08-02,Anah,-0.06952,0.24848
2020-08-03,Anah,0.1699,0.263
2020-08-04,Anah,-0.01366,0.2777
2020-08-05,Anah,0.07561,0.23106
2020-08-06,Anah,-0.02173,0.27009
2020-08-07,Anah,0.02293,0.25353
2020-08-08,Anah,0.005,0.243
2020-08-09,Anah,0.10011,0.28931
2020-08-10,Anah,0.06742,0.26417
2020-08-11,Anah,-0.01426,0.2792
2020-08-12,Anah,0.22236,0.27157
2020-08-13,Anah,-0.08992,0.3068
2020-08-14,Anah,-0.1066,0.35084
2020-08-15,Anah,-0.21663,0.3183
2020-08-16,Anah,-0.01876,0.30305
2020-08-17,Anah,-0.02469,0.31987
2020-08-18,Anah,0.01362,0.31372
2020-08-19,Anah,0.07012,0.33201
2020-08-20,Anah,-0.01255,0.31382
2020-08-21,Anah,-0.0808,0.32703
2020-08-22,Anah,-0.11272,0.31365
2020-08-23,Anah,-0.00016,0.30725
2020-08-24,Anah,0.10887,0.29098
2020-08-25,Anah,0.02944,0.26853
2020-08-26,Anah,0.11395,0.26463
2020-08-27,Anah,0.03736,0.27185
2020-08-28,Anah,-0.12508,0.30519
2020-08-29,Anah,-0.09495,0.27411
2020-08-30,Anah,-0.08679,0.30825
2020-08-31,Anah,0.0714,0.29194
2020-09-01,Anah,0.02471,0.29988
2020-09-02,Anah,0.17496,0.27504
2020-09-03,Anah,0.07039,0.30876
2020-09-04,Anah,-0.10559,0.30941
2020-09-05,Anah,-0.11836,0.28608
2020-09-06,Anah,0.028,0.29116
2020-09-07,Anah,0.00446,0.27062
2020-09-08,Anah,0.05762,0.26627
2020-09-09,Anah,0.17235,0.26144
2020-09-10,Anah,0.18029,0.26962
2020-09-11,Anah,-0.18706,0.29605
2020-09-12,Anah,-0.07546,0.29129
2020-09-13,Anah,-0.08761,0.27758
2020-09-14,Anah,-0.08757,0.29964
2020-09-15,Anah,0.06211,0.28194
2020-09-16,Anah,-0.0642,0.2935
2020-09-17,Anah,-0.03662,0.27896
2020-09-18,Anah,-0.12524,0.31351
2020-09-19,Anah,0.02549,0.28505
2020-09-20,Anah,0.04836,0.27493
2020-09-21,Anah,0.08149,0.27821
2020-09-22,Anah,-0.00701,0.26372
2020-09-23,Anah,-0.02068,0.27983
2020-09-24,Anah,0.11929,0.25795
2020-09-25,Anah,0.05037,0.28612
2020-09-26,Anah,-0.09474,0.26154
2020-09-27,Anah,-0.05089,0.30063
2020-09-28,Anah,0.05486,0.26681
2020-09-29,Anah,0.33705,0.30226
2020-09-30,Anah,0.01346,0.31547
2020-10-01,Anah,0.13308,0.2938
2020-10-02,Anah,-0.12629,0.31236
2020-10-03,Anah,-0.09878,0.31235
2020-10-04,Anah,0.15437,0.29219
2020-10-05,Anah,0.01188,0.28286
2020-10-06,Anah,-0.00577,0.2613
2020-10-07,Anah,0.04987,0.27994
2020-10-08,Anah,0.08097,0.26919
2020-10-09,Anah,0.05237,0.27129
2020-10-10,Anah,-0.03268,0.23213
2020-10-11,Anah,0.12561,0.25645
2020-10-12,Anah,0.0518,0.27363
2020-10-13,Anah,-0.00762,0.2636
2020-10-14,Anah,0.18698,0.24063
2020-10-15,Anah,0.16003,0.24203
2020-10-16,Anah,0.07256,0.29164
2020-10-17,Anah,-0.04618,0.25769
2020-10-18,Anah,0.05802,0.25218
2020-10-19,Anah,0.12046,0.25374
2020-10-20,Anah,-0.00812,0.26299
2020-10-21,Anah,0.11099,0.2718
2020-10-22,Anah,0.10412,0.2671
2020-10-23,Anah,0.04711,0.2931
2020-10-24,Anah,0.02186,0.27408
2020-10-25,Anah,0.09427,0.26493
2020-10-26,Anah,0.19844,0.21821
2020-10-27,Anah,0.04834,0.24444
2020-10-28,Anah,0.13125,0.22751
2020-10-29,Anah,0.13662,0.24934
2020-10-30,Anah,0.10809,0.26676
2020-10-31,Anah,-0.14027,0.29035
2020-11-01,Anah,-0.05837,0.27639
2020-11-02,Anah,0.05187,0.27122
2020-11-03,Anah,-0.06062,0.27866
2020-11-04,Anah,0.08703,0.26115
2020-11-05,Anah,0.2055,0.2531
2020-11-06,Anah,-0.06544,0.25096
2020-11-07,Anah,-0.09291,0.24053
2020-11-08,Anah,0.00194,0.26362
2020-11-09,Anah,0.09601,0.2597
2020-11-10,Anah,0.00905,0.27483
2020-11-11,Anah,0.15624,0.26391
2020-11-12,Anah,0.29212,0.23262
2020-11-13,Anah,-0.04562,0.28875
2020-11-14,Anah,-0.08657,0.26965
2020-11-15,Anah,0.0958,0.27906
2020-11-16,Anah,0.17489,0.28191
2020-11-17,Anah,0.07983,0.2864
2020-11-18,Anah,-0.01211,0.29435
2020-11-19,Anah,0.20005,0.26113
2020-11-20,Anah,0.05927,0.30091
2020-11-21,Anah,0.06312,0.28649
2020-11-22,Anah,-0.09349,0.24073
2020-11-23,Anah,0.15604,0.23531
2020-11-24,Anah,0.06536,0.26711
2020-11-25,Anah,0.04911,0.23266
2020-11-26,Anah,0.3111,0.22428
2020-11-27,Anah,-0.00982,0.23355
2020-11-28,Anah,0.1587,0.23437
2020-11-29,Anah,-0.03832,0.2564
2020-11-30,Anah,0.11412,0.24204
2020-12-01,Anah,0.10271,0.23247
2020-12-02,Anah,0.12317,0.26108
2020-12-03,Anah,0.15304,0.27822
2020-12-04,Anah,0.0549,0.26022
2020-12-05,Anah,0.06411,0.23411
2020-12-06,Anah,0.10183,0.25683
2020-12-07,Anah,0.19062,0.2651
2020-12-08,Anah,-0.00611,0.28622
2020-12-09,Anah,0.11953,0.29115
2020-12-10,Anah,0.16568,0.31077
2020-12-11,Anah,0.05715,0.29194
2020-12-12,Anah,-0.03665,0.29269
2020-12-13,Anah,0.2326,0.26041
2020-03-01,Ar Ramadi,-0.10094,0.24681
2020-03-02,Ar Ramadi,0.01191,0.2256
2020-03-03,Ar Ramadi,0.03309,0.21845
2020-03-04,Ar Ramadi,0.04794,0.22581
2020-03-05,Ar Ramadi,-0.00436,0.21836
2020-03-06,Ar Ramadi,-0.03063,0.24798
2020-03-07,Ar Ramadi,-0.00506,0.22889
2020-03-08,Ar Ramadi,0.01873,0.21845
2020-03-09,Ar Ramadi,0.00083,0.22086
2020-03-10,Ar Ramadi,0.02313,0.22489
2020-03-11,Ar Ramadi,0.04562,0.22001
2020-03-12,Ar Ramadi,-0.00495,0.23158
2020-03-13,Ar Ramadi,-0.09173,0.26641
2020-03-14,Ar Ramadi,-0.06843,0.26381
2020-03-15,Ar Ramadi,-0.02971,0.23298
2020-03-16,Ar Ramadi,-0.02657,0.22645
2020-03-17,Ar Ramadi,-0.02834,0.22011
2020-03-18,Ar Ramadi,-0.34404,0.30554
2020-03-19,Ar Ramadi,-0.41168,0.33446
2020-03-20,Ar Ramadi,-0.38302,0.34687
2020-03-21,Ar Ramadi,-0.43752,0.37653
2020-03-22,Ar Ramadi,-0.44371,0.36789
2020-03-23,Ar Ramadi,-0.41649,0.35335
2020-03-24,Ar Ramadi,-0.41172,0.3524
2020-03-25,Ar Ramadi,-0.40679,0.35093
2020-03-26,Ar Ramadi,-0.40121,0.33861
2020-03-27,Ar Ramadi,-0.39288,0.3557
2020-03-28,Ar Ramadi,-0.40377,0.34695
2020-03-29,Ar Ramadi,-0.39489,0.3409
2020-03-30,Ar Ramadi,-0.40109,0.33818
2020-03-31,Ar Ramadi,-0.36443,0.33184
2020-04-01,Ar Ramadi,-0.3437,0.32677
2020-04-02,Ar Ramadi,-0.38609,0.32721
2020-04-03,Ar Ramadi,-0.29954,0.33412
2020-04-04,Ar Ramadi,-0.48746,0.39817
2020-04-05,Ar Ramadi,-0.35469,0.31386
2020-04-06,Ar Ramadi,-0.36653,0.31925
2020-04-07,Ar Ramadi,-0.35596,0.32033
2020-04-08,Ar Ramadi,-0.3588,0.32719
2020-04-09,Ar Ramadi,-0.38714,0.32622
2020-04-10,Ar Ramadi,-0.37818,0.35042
2020-04-11,Ar Ramadi,-0.34604,0.3224
2020-04-12,Ar Ramadi,-0.3383,0.31014
2020-04-13,Ar Ramadi,-0.33518,0.31537
2020-04-14,Ar Ramadi,-0.31415,0.30696
2020-04-15,Ar Ramadi,-0.29266,0.31337
2020-04-16,Ar Ramadi,-0.31581,0.29786
2020-04-17,Ar Ramadi,-0.34201,0.32796
2020-04-18,Ar Ramadi,-0.23208,0.29103
2020-04-19,Ar Ramadi,-0.24712,0.2895
2020-04-20,Ar Ramadi,-0.25881,0.2864
2020-04-21,Ar Ramadi,-0.08172,0.2467
2020-04-22,Ar Ramadi,-0.06564,0.23534
2020-04-23,Ar Ramadi,-0.10499,0.24774
2020-04-24,Ar Ramadi,-0.48954,0.41145
2020-04-25,Ar Ramadi,-0.44438,0.36638
2020-04-26,Ar Ramadi,-0.18176,0.27914
2020-04-27,Ar Ramadi,-0.22087,0.2893
2020-04-28,Ar Ramadi,-0.18695,0.27286
2020-04-29,Ar Ramadi,-0.17614,0.26908
2020-04-30,Ar Ramadi,-0.22621,0.27529
2020-05-01,Ar Ramadi,-0.42586,0.35737
2020-05-02,Ar Ramadi,-0.40152,0.33491
2020-05-03,Ar Ramadi,-0.11793,0.25592
2020-05-04,Ar Ramadi,-0.21358,0.26997
2020-05-05,Ar Ramadi,-0.21904,0.28375
2020-05-06,Ar Ramadi,-0.12549,0.27254
2020-05-07,Ar Ramadi,-0.12524,0.26511
2020-05-08,Ar Ramadi,-0.37122,0.35369
2020-05-09,Ar Ramadi,-0.3624,0.33681
2020-05-10,Ar Ramadi,-0.07131,0.27111
2020-05-11,Ar Ramadi,-0.08046,0.25117
2020-05-12,Ar Ramadi,-0.05772,0.2454
2020-05-13,Ar Ramadi,-0.04139,0.25072
2020-05-14,Ar Ramadi,-0.06095,0.25406
2020-05-15,Ar Ramadi,-0.33312,0.34316
2020-05-16,Ar Ramadi,-0.30408,0.32007
2020-05-17,Ar Ramadi,0.02975,0.2392
2020-05-18,Ar Ramadi,-0.01452,0.24776
2020-05-19,Ar Ramadi,-0.05803,0.25387
2020-05-20,Ar Ramadi,-0.0439,0.24997
2020-05-21,Ar Ramadi,-0.01543,0.23745
2020-05-22,Ar Ramadi,-0.26338,0.31827
2020-05-23,Ar Ramadi,-0.25831,0.3042
2020-05-24,Ar Ramadi,-0.23419,0.24225
2020-05-25,Ar Ramadi,-0.22235,0.25934
2020-05-26,Ar Ramadi,-0.22832,0.26394
2020-05-27,Ar Ramadi,-0.24376,0.27795
2020-05-28,Ar Ramadi,-0.25942,0.29716
2020-05-29,Ar Ramadi,-0.28116,0.31887
2020-05-30,Ar Ramadi,-0.21509,0.28183
2020-05-31,Ar Ramadi,-0.16609,0.26765
2020-06-01,Ar Ramadi,-0.1043,0.26145
2020-06-02,Ar Ramadi,-0.13958,0.26825
2020-06-03,Ar Ramadi,-0.26273,0.29971
2020-06-04,Ar Ramadi,-0.19989,0.27578
2020-06-05,Ar Ramadi,-0.25441,0.31373
2020-06-06,Ar Ramadi,-0.18652,0.27685
2020-06-07,Ar Ramadi,-0.10857,0.26703
2020-06-08,Ar Ramadi,-0.15881,0.27797
2020-06-09,Ar Ramadi,-0.17877,0.27361
2020-06-10,Ar Ramadi,-0.0973,0.2718
2020-06-11,Ar Ramadi,-0.15885,0.28349
2020-06-12,Ar Ramadi,-0.27886,0.30895
2020-06-13,Ar Ramadi,-0.2343,0.29941
2020-06-14,Ar Ramadi,-0.17523,0.28989
2020-06-15,Ar Ramadi,-0.18113,0.28108
2020-06-16,Ar Ramadi,-0.1419,0.28335
2020-06-17,Ar Ramadi,-0.12099,0.27536
2020-06-18,Ar Ramadi,-0.25068,0.29706
2020-06-19,Ar Ramadi,-0.32291,0.3276
2020-06-20,Ar Ramadi,-0.23602,0.29248
2020-06-21,Ar Ramadi,-0.13124,0.27326
2020-06-22,Ar Ramadi,-0.16133,0.27653
2020-06-23,Ar Ramadi,-0.1894,0.28006
2020-06-24,Ar Ramadi,-0.12207,0.26989
2020-06-25,Ar Ramadi,-0.18601,0.27638
2020-06-26,Ar Ramadi,-0.27814,0.32147
2020-06-27,Ar Ramadi,-0.22522,0.29747
2020-06-28,Ar Ramadi,-0.12876,0.27241
2020-06-29,Ar Ramadi,-0.15554,0.28034
2020-06-30,Ar Ramadi,-0.12745,0.27873
2020-07-01,Ar Ramadi,-0.1256,0.28094
2020-07-02,Ar Ramadi,-0.20642,0.28279
2020-07-03,Ar Ramadi,-0.31796,0.33506
2020-07-04,Ar Ramadi,-0.22325,0.29053
2020-07-05,Ar Ramadi,-0.08746,0.26349
2020-07-06,Ar Ramadi,-0.06842,0.26287
2020-07-07,Ar Ramadi,-0.01483,0.24924
2020-07-08,Ar Ramadi,0.01916,0.23822
2020-07-09,Ar Ramadi,-0.08349,0.2516
2020-07-10,Ar Ramadi,-0.23837,0.30796
2020-07-11,Ar Ramadi,-0.20592,0.28942
2020-07-12,Ar Ramadi,0.02791,0.24924
2020-07-13,Ar Ramadi,-0.02419,0.23982
2020-07-14,Ar Ramadi,-0.0833,0.25503
2020-07-15,Ar Ramadi,0.01631,0.2491
2020-07-16,Ar Ramadi,-0.07161,0.25912
2020-07-17,Ar Ramadi,-0.24991,0.32
2020-07-18,Ar Ramadi,-0.14542,0.27974
2020-07-19,Ar Ramadi,0.06729,0.23688
2020-07-20,Ar Ramadi,0.00197,0.24693
2020-07-21,Ar Ramadi,0.01937,0.239
2020-07-22,Ar Ramadi,0.02621,0.25408
2020-07-23,Ar Ramadi,-0.16001,0.26698
2020-07-24,Ar Ramadi,-0.28234,0.31759
2020-07-25,Ar Ramadi,-0.17915,0.28267
2020-07-26,Ar Ramadi,0.05866,0.23311
2020-07-27,Ar Ramadi,0.0099,0.24261
2020-07-28,Ar Ramadi,0.05731,0.23116
2020-07-29,Ar Ramadi,0.18529,0.22334
2020-07-30,Ar Ramadi,-0.12511,0.27743
2020-07-31,Ar Ramadi,-0.17024,0.263
2020-08-01,Ar Ramadi,-0.18404,0.25951
2020-08-02,Ar Ramadi,-0.18673,0.25993
2020-08-03,Ar Ramadi,-0.19717,0.26624
2020-08-04,Ar Ramadi,-0.15723,0.27261
2020-08-05,Ar Ramadi,-0.12173,0.2644
2020-08-06,Ar Ramadi,-0.15731,0.28147
2020-08-07,Ar Ramadi,-0.2653,0.31765
2020-08-08,Ar Ramadi,-0.17072,0.28064
2020-08-09,Ar Ramadi,0.0794,0.24744
2020-08-10,Ar Ramadi,0.02973,0.24693
2020-08-11,Ar Ramadi,0.02913,0.2515
2020-08-12,Ar Ramadi,0.02867,0.2464
2020-08-13,Ar Ramadi,-0.08982,0.25744
2020-08-14,Ar Ramadi,-0.19581,0.30511
2020-08-15,Ar Ramadi,-0.1075,0.2707
2020-08-16,Ar Ramadi,0.11804,0.22425
2020-08-17,Ar Ramadi,0.07247,0.2394
2020-08-18,Ar Ramadi,0.05732,0.24327
2020-08-19,Ar Ramadi,0.09367,0.24685
2020-08-20,Ar Ramadi,-0.05283,0.2531
2020-08-21,Ar Ramadi,-0.11648,0.28541
2020-08-22,Ar Ramadi,0.01019,0.24819
2020-08-23,Ar Ramadi,0.06719,0.23465
2020-08-24,Ar Ramadi,0.08458,0.23239
2020-08-25,Ar Ramadi,0.12986,0.22917
2020-08-26,Ar Ramadi,0.17207,0.23383
2020-08-27,Ar Ramadi,0.08823,0.23073
2020-08-28,Ar Ramadi,0.02216,0.25139
2020-08-29,Ar Ramadi,0.10706,0.23392
2020-08-30,Ar Ramadi,0.04354,0.24284
2020-08-31,Ar Ramadi,0.13461,0.22643
2020-09-01,Ar Ramadi,0.15458,0.22174
2020-09-02,Ar Ramadi,0.1278,0.23149
2020-09-03,Ar Ramadi,0.0546,0.23941
2020-09-04,Ar Ramadi,0.00789,0.26432
2020-09-05,Ar Ramadi,0.06957,0.24499
2020-09-06,Ar Ramadi,0.14014,0.23551
2020-09-07,Ar Ramadi,0.08323,0.23587
2020-09-08,Ar Ramadi,0.12633,0.24604
2020-09-09,Ar Ramadi,0.07589,0.23803
2020-09-10,Ar Ramadi,-0.01199,0.23887
2020-09-11,Ar Ramadi,-0.05589,0.26941
2020-09-12,Ar Ramadi,0.01523,0.23687
2020-09-13,Ar Ramadi,0.08556,0.23021
2020-09-14,Ar Ramadi,0.07398,0.23529
2020-09-15,Ar Ramadi,0.08231,0.23725
2020-09-16,Ar Ramadi,0.10707,0.2329
2020-09-17,Ar Ramadi,0.00877,0.24578
2020-09-18,Ar Ramadi,-0.06907,0.27275
2020-09-19,Ar Ramadi,0.00349,0.24772
2020-09-20,Ar Ramadi,0.06898,0.24141
2020-09-21,Ar Ramadi,0.08407,0.23589
2020-09-22,Ar Ramadi,0.06359,0.23949
2020-09-23,Ar Ramadi,0.14509,0.23642
2020-09-24,Ar Ramadi,0.02978,0.24613
2020-09-25,Ar Ramadi,-0.03291,0.27709
2020-09-26,Ar Ramadi,0.03715,0.24471
2020-09-27,Ar Ramadi,0.0862,0.23837
2020-09-28,Ar Ramadi,0.06608,0.23803
2020-09-29,Ar Ramadi,0.0996,0.23728
2020-09-30,Ar Ramadi,0.1195,0.23361
2020-10-01,Ar Ramadi,0.08588,0.23515
2020-10-02,Ar Ramadi,0.06733,0.25146
2020-10-03,Ar Ramadi,0.07116,0.23062
2020-10-04,Ar Ramadi,0.13528,0.22254
2020-10-05,Ar Ramadi,0.09136,0.24248
2020-10-06,Ar Ramadi,0.07626,0.23362
2020-10-07,Ar Ramadi,0.10018,0.23593
2020-10-08,Ar Ramadi,0.07933,0.22475
2020-10-09,Ar Ramadi,0.01841,0.25447
2020-10-10,Ar Ramadi,0.05086,0.23767
2020-10-11,Ar Ramadi,0.09956,0.23261
2020-10-12,Ar Ramadi,0.15964,0.21827
2020-10-13,Ar Ramadi,0.15902,0.22933
2020-10-14,Ar Ramadi,0.23685,0.2068
2020-10-15,Ar Ramadi,0.20202,0.21399
2020-10-16,Ar Ramadi,0.08989,0.23547
2020-10-17,Ar Ramadi,0.19267,0.20652
2020-10-18,Ar Ramadi,0.19785,0.20229
2020-10-19,Ar Ramadi,0.19557,0.21111
2020-10-20,Ar Ramadi,0.15919,0.20875
2020-10-21,Ar Ramadi,0.14126,0.21228
2020-10-22,Ar Ramadi,0.10363,0.21037
2020-10-23,Ar Ramadi,0.07421,0.23907
2020-10-24,Ar Ramadi,0.14906,0.21113
2020-10-25,Ar Ramadi,0.16773,0.21316
2020-10-26,Ar Ramadi,0.15062,0.21903
2020-10-27,Ar Ramadi,0.16853,0.19989
2020-10-28,Ar Ramadi,0.20203,0.21294
2020-10-29,Ar Ramadi,0.09246,0.22412
2020-10-30,Ar Ramadi,0.11501,0.22717
2020-10-31,Ar Ramadi,0.09943,0.22103
2020-11-01,Ar Ramadi,0.11894,0.22527
2020-11-02,Ar Ramadi,0.14314,0.22483
2020-11-03,Ar Ramadi,0.13579,0.22441
2020-11-04,Ar Ramadi,0.17522,0.21942
2020-11-05,Ar Ramadi,0.13402,0.21463
2020-11-06,Ar Ramadi,0.0888,0.24354
2020-11-07,Ar Ramadi,0.13192,0.22727
2020-11-08,Ar Ramadi,0.14829,0.21592
2020-11-09,Ar Ramadi,0.14898,0.21768
2020-11-10,Ar Ramadi,0.15565,0.21894
2020-11-11,Ar Ramadi,0.18842,0.21751
2020-11-12,Ar Ramadi,0.13206,0.22403
2020-11-13,Ar Ramadi,0.0967,0.23308
2020-11-14,Ar Ramadi,0.16053,0.21495
2020-11-15,Ar Ramadi,0.17149,0.21887
2020-11-16,Ar Ramadi,0.13486,0.22679
2020-11-17,Ar Ramadi,0.21849,0.21041
2020-11-18,Ar Ramadi,0.20845,0.21035
2020-11-19,Ar Ramadi,0.16901,0.20676
2020-11-20,Ar Ramadi,0.15578,0.23611
2020-11-21,Ar Ramadi,0.13484,0.22979
2020-11-22,Ar Ramadi,0.17821,0.20746
2020-11-23,Ar Ramadi,0.2317,0.20401
2020-11-24,Ar Ramadi,0.23738,0.20232
2020-11-25,Ar Ramadi,0.27781,0.2082
2020-11-26,Ar Ramadi,0.18073,0.20784
2020-11-27,Ar Ramadi,0.1177,0.20813
2020-11-28,Ar Ramadi,0.15424,0.22146
2020-11-29,Ar Ramadi,0.14582,0.21526
2020-11-30,Ar Ramadi,0.15883,0.2186
2020-12-01,Ar Ramadi,0.22167,0.21875
2020-12-02,Ar Ramadi,0.23835,0.20541
2020-12-03,Ar Ramadi,0.2113,0.20748
2020-12-04,Ar Ramadi,0.14878,0.22265
2020-12-05,Ar Ramadi,0.17966,0.20961
2020-12-06,Ar Ramadi,0.25111,0.20339
2020-12-07,Ar Ramadi,0.20728,0.2108
2020-12-08,Ar Ramadi,0.19111,0.21035
2020-12-09,Ar Ramadi,0.20164,0.19681
2020-12-10,Ar Ramadi,0.07585,0.22021
2020-12-11,Ar Ramadi,0.07511,0.23872
2020-12-12,Ar Ramadi,0.1835,0.20365
2020-12-13,Ar Ramadi,0.22478,0.20106
2020-03-01,Ar Rutbah,0.2724,0.29209
2020-03-02,Ar Rutbah,0.16293,0.2803
2020-03-03,Ar Rutbah,0.25349,0.25638
2020-03-04,Ar Rutbah,0.07836,0.29669
2020-03-05,Ar Rutbah,-0.00905,0.30101
2020-03-06,Ar Rutbah,0.18543,0.31177
2020-03-07,Ar Rutbah,-0.13914,0.31051
2020-03-08,Ar Rutbah,0.02471,0.32466
2020-03-09,Ar Rutbah,0.01792,0.30856
2020-03-10,Ar Rutbah,0.13338,0.29885
2020-03-11,Ar Rutbah,0.11458,0.30719
2020-03-12,Ar Rutbah,0.16565,0.28776
2020-03-13,Ar Rutbah,0.14364,0.34651
2020-03-14,Ar Rutbah,0.05404,0.2797
2020-03-15,Ar Rutbah,0.17547,0.30026
2020-03-16,Ar Rutbah,0.046,0.31746
2020-03-17,Ar Rutbah,0.0476,0.27849
2020-03-18,Ar Rutbah,-0.10726,0.36865
2020-03-19,Ar Rutbah,-0.04856,0.37057
2020-03-20,Ar Rutbah,-0.11108,0.38872
2020-03-21,Ar Rutbah,-0.24038,0.35556
2020-03-22,Ar Rutbah,-0.19157,0.35906
2020-03-23,Ar Rutbah,-0.22699,0.36191
2020-03-24,Ar Rutbah,-0.2848,0.35682
2020-03-25,Ar Rutbah,-0.28197,0.39223
2020-03-26,Ar Rutbah,-0.20033,0.35546
2020-03-27,Ar Rutbah,0.00587,0.39747
2020-03-28,Ar Rutbah,-0.40272,0.35466
2020-03-29,Ar Rutbah,-0.14783,0.36995
2020-03-30,Ar Rutbah,-0.14272,0.36078
2020-03-31,Ar Rutbah,-0.26417,0.38273
2020-04-01,Ar Rutbah,-0.06774,0.32092
2020-04-02,Ar Rutbah,-0.29019,0.37273
2020-04-03,Ar Rutbah,-0.18417,0.36955
2020-04-04,Ar Rutbah,0.32333,0.29871
2020-04-05,Ar Rutbah,-0.08384,0.32993
2020-04-06,Ar Rutbah,-0.05695,0.33372
2020-04-07,Ar Rutbah,-0.28207,0.36982
2020-04-08,Ar Rutbah,-0.17864,0.33608
2020-04-09,Ar Rutbah,-0.21055,0.37304
2020-04-10,Ar Rutbah,-0.09641,0.40852
2020-04-11,Ar Rutbah,-0.3264,0.35287
2020-04-12,Ar Rutbah,-0.17567,0.32025
2020-04-13,Ar Rutbah,-0.26243,0.36222
2020-04-14,Ar Rutbah,-0.1823,0.37568
2020-04-15,Ar Rutbah,-0.09742,0.32544
2020-04-16,Ar Rutbah,-0.11857,0.33361
2020-04-17,Ar Rutbah,-0.07054,0.37099
2020-04-18,Ar Rutbah,-0.27752,0.34415
2020-04-19,Ar Rutbah,0.06248,0.32023
2020-04-20,Ar Rutbah,0.23804,0.23933
2020-04-21,Ar Rutbah,0.55216,0.25678
2020-04-22,Ar Rutbah,-0.03046,0.31502
2020-04-23,Ar Rutbah,0.02719,0.32659
2020-04-24,Ar Rutbah,-0.12944,0.39457
2020-04-25,Ar Rutbah,-0.3434,0.3742
2020-04-26,Ar Rutbah,-0.18269,0.37963
2020-04-27,Ar Rutbah,-0.12223,0.34666
2020-04-28,Ar Rutbah,-0.14175,0.34766
2020-04-29,Ar Rutbah,-0.03452,0.30583
2020-04-30,Ar Rutbah,-0.10748,0.34666
2020-05-01,Ar Rutbah,0.13135,0.31611
2020-05-02,Ar Rutbah,-0.24372,0.3336
2020-05-03,Ar Rutbah,-0.07874,0.32902
2020-05-04,Ar Rutbah,0.07282,0.29124
2020-05-05,Ar Rutbah,-0.19968,0.31903
2020-05-06,Ar Rutbah,-0.07769,0.3223
2020-05-07,Ar Rutbah,0.00837,0.31333
2020-05-08,Ar Rutbah,0.68174,0.28421
2020-05-09,Ar Rutbah,-0.3777,0.36369
2020-05-10,Ar Rutbah,-0.08997,0.33662
2020-05-11,Ar Rutbah,0.12086,0.30649
2020-05-12,Ar Rutbah,-0.01346,0.33529
2020-05-13,Ar Rutbah,-0.15848,0.32241
